Start Time, Sun Mar 25 09:52:15 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 7197.517737
Real Time (s), 7200
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
543, 410.46449142694473, 106
544, 411.2204113006592, 123
545, 411.9763311743736, 81
546, 412.7322510480881, 106
547, 413.4881709218025, 116
548, 414.24409079551697, 104
549, 415.0000106692314, 119
550, 415.75593054294586, 102
551, 416.5118504166603, 101
552, 417.26777029037476, 104
553, 418.0236901640892, 109
554, 418.77961003780365, 92
555, 419.5355299115181, 106
556, 420.29144978523254, 119
557, 421.047369658947, 86
558, 421.80328953266144, 112
559, 422.5592094063759, 118
560, 423.31512928009033, 101
561, 424.0710491538048, 110
562, 424.8269690275192, 103
563, 425.5828889012337, 98
564, 426.3388087749481, 123
565, 427.09472864866257, 117
566, 427.850648522377, 106
567, 428.60656839609146, 91
568, 429.3624882698059, 99
569, 430.11840814352036, 88
570, 430.8743280172348, 110
571, 431.63024789094925, 102
572, 432.3861677646637, 111
573, 433.14208763837814, 100
574, 433.8980075120926, 96
575, 434.65392738580704, 101
576, 435.4098472595215, 84
577, 436.16576713323593, 125
578, 436.9216870069504, 116
579, 437.6776068806648, 119
580, 438.4335267543793, 123
581, 439.1894466280937, 96
582, 439.94536650180817, 107
583, 440.7012863755226, 94
584, 441.45720624923706, 92
585, 442.2131261229515, 109
586, 442.96904599666595, 108
587, 443.7249658703804, 121
588, 444.48088574409485, 88
589, 445.2368056178093, 98
590, 445.99272549152374, 97
591, 446.7486453652382, 98
592, 447.50456523895264, 98
593, 448.2604851126671, 119
594, 449.01640498638153, 94
595, 449.772324860096, 83
596, 450.5282447338104, 93
597, 451.2841646075249, 100
598, 452.0400844812393, 117
599, 452.79600435495377, 67
600, 453.5519242286682, 92
601, 454.30784410238266, 110
602, 455.0637639760971, 98
603, 455.81968384981155, 79
604, 456.575603723526, 86
605, 457.33152359724045, 86
606, 458.0874434709549, 86
607, 458.84336334466934, 86
608, 459.5992832183838, 76
609, 460.35520309209824, 87
610, 461.1111229658127, 91
611, 461.86704283952713, 71
612, 462.6229627132416, 86
613, 463.378882586956, 89
614, 464.13480246067047, 87
615, 464.8907223343849, 88
616, 465.64664220809937, 82
617, 466.4025620818138, 78
618, 467.15848195552826, 75
619, 467.9144018292427, 77
620, 468.67032170295715, 87
621, 469.4262415766716, 81
622, 470.18216145038605, 83
623, 470.9380813241005, 76
624, 471.69400119781494, 86
625, 472.4499210715294, 69
626, 473.20584094524384, 63
627, 473.9617608189583, 68
628, 474.71768069267273, 64
629, 475.4736005663872, 69
630, 476.2295204401016, 74
631, 476.98544031381607, 82
632, 477.7413601875305, 77
633, 478.49728006124496, 72
634, 479.2531999349594, 82
635, 480.00911980867386, 92
636, 480.7650396823883, 66
637, 481.52095955610275, 65
638, 482.2768794298172, 64
639, 483.03279930353165, 70
640, 483.7887191772461, 83
641, 484.54463905096054, 69
642, 485.300558924675, 67
643, 486.05647879838943, 64
644, 486.8123986721039, 65
645, 487.56831854581833, 66
646, 488.3242384195328, 76
647, 489.0801582932472, 60
648, 489.83607816696167, 71
649, 490.5919980406761, 71
650, 491.34791791439056, 66
651, 492.103837788105, 63
652, 492.85975766181946, 68
653, 493.6156775355339, 63
654, 494.37159740924835, 69
655, 495.1275172829628, 53
656, 495.88343715667725, 63
657, 496.6393570303917, 67
658, 497.39527690410614, 52
659, 498.1511967778206, 67
660, 498.90711665153503, 65
661, 499.6630365252495, 68
662, 500.4189563989639, 66
663, 501.1748762726784, 72
664, 501.9307961463928, 69
665, 502.68671602010727, 57
666, 503.4426358938217, 53
667, 504.19855576753616, 57
668, 504.9544756412506, 45
669, 505.71039551496506, 41
670, 506.4663153886795, 78
671, 507.22223526239395, 70
672, 507.9781551361084, 61
673, 508.73407500982285, 51
674, 509.4899948835373, 72
675, 510.24591475725174, 54
676, 511.0018346309662, 57
677, 511.75775450468063, 51
678, 512.5136743783951, 58
679, 513.2695942521095, 68
680, 514.025514125824, 72
681, 514.7814339995384, 65
682, 515.5373538732529, 67
683, 516.2932737469673, 55
684, 517.0491936206818, 61
685, 517.8051134943962, 59
686, 518.5610333681107, 47
687, 519.3169532418251, 60
688, 520.0728731155396, 53
689, 520.828792989254, 52
690, 521.5847128629684, 67
691, 522.3406327366829, 53
692, 523.0965526103973, 53
693, 523.8524724841118, 67
694, 524.6083923578262, 74
695, 525.3643122315407, 74
696, 526.1202321052551, 69
697, 526.8761519789696, 48
698, 527.632071852684, 58
699, 528.3879917263985, 66
700, 529.1439116001129, 80
701, 529.8998314738274, 62
702, 530.6557513475418, 60
703, 531.4116712212563, 83
704, 532.1675910949707, 51
705, 532.9235109686852, 79
706, 533.6794308423996, 70
707, 534.435350716114, 52
708, 535.1912705898285, 65
709, 535.9471904635429, 68
710, 536.7031103372574, 76
711, 537.4590302109718, 71
712, 538.2149500846863, 78
713, 538.9708699584007, 67
714, 539.7267898321152, 80
715, 540.4827097058296, 67
716, 541.2386295795441, 73
717, 541.9945494532585, 78
718, 542.750469326973, 91
719, 543.5063892006874, 73
720, 544.2623090744019, 82
721, 545.0182289481163, 64
722, 545.7741488218307, 81
723, 546.5300686955452, 71
724, 547.2859885692596, 80
725, 548.0419084429741, 94
726, 548.7978283166885, 104
727, 549.553748190403, 90
728, 550.3096680641174, 83
729, 551.0655879378319, 100
730, 551.8215078115463, 83
731, 552.5774276852608, 98
732, 553.3333475589752, 95
733, 554.0892674326897, 83
734, 554.8451873064041, 123
735, 555.6011071801186, 96
736, 556.357027053833, 109
737, 557.1129469275475, 114
738, 557.8688668012619, 90
739, 558.6247866749763, 104
740, 559.3807065486908, 117
741, 560.1366264224052, 125
742, 560.8925462961197, 130
743, 561.6484661698341, 130
744, 562.4043860435486, 108
745, 563.160305917263, 122
746, 563.9162257909775, 128
747, 564.6721456646919, 109
748, 565.4280655384064, 114
749, 566.1839854121208, 118
750, 566.9399052858353, 109
751, 567.6958251595497, 125
752, 568.4517450332642, 114
753, 569.2076649069786, 121
754, 569.963584780693, 123
755, 570.7195046544075, 109
756, 571.475424528122, 125
757, 572.2313444018364, 108
758, 572.9872642755508, 120
759, 573.7431841492653, 119
760, 574.4991040229797, 114
761, 575.2550238966942, 101
762, 576.0109437704086, 122
763, 576.7668636441231, 105
764, 577.5227835178375, 132
765, 578.278703391552, 106
766, 579.0346232652664, 107
767, 579.7905431389809, 93
768, 580.5464630126953, 110
769, 581.3023828864098, 105
770, 582.0583027601242, 106
771, 582.8142226338387, 92
772, 583.5701425075531, 105
773, 584.3260623812675, 84
774, 585.081982254982, 89
775, 585.8379021286964, 90
776, 586.5938220024109, 100
777, 587.3497418761253, 91
778, 588.1056617498398, 114
779, 588.8615816235542, 106
780, 589.6175014972687, 93
781, 590.3734213709831, 93
782, 591.1293412446976, 94
783, 591.885261118412, 83
784, 592.6411809921265, 78
785, 593.3971008658409, 89
786, 594.1530207395554, 76
787, 594.9089406132698, 85
788, 595.6648604869843, 76
789, 596.4207803606987, 85
790, 597.1767002344131, 73
791, 597.9326201081276, 66
792, 598.688539981842, 73
793, 599.4444598555565, 73
794, 600.2003797292709, 81
795, 600.9562996029854, 70
796, 601.7122194766998, 69
797, 602.4681393504143, 81
798, 603.2240592241287, 68
799, 603.9799790978432, 72
800, 604.7358989715576, 60
801, 605.4918188452721, 60
802, 606.2477387189865, 60
803, 607.003658592701, 66
804, 607.7595784664154, 62
805, 608.5154983401299, 51
806, 609.2714182138443, 53
807, 610.0273380875587, 50
808, 610.7832579612732, 56
809, 611.5391778349876, 61
810, 612.2950977087021, 49
811, 613.0510175824165, 58
812, 613.806937456131, 48
813, 614.5628573298454, 47
814, 615.3187772035599, 43
815, 616.0746970772743, 42
816, 616.8306169509888, 49
817, 617.5865368247032, 59
818, 618.3424566984177, 46
819, 619.0983765721321, 48
820, 619.8542964458466, 45
821, 620.610216319561, 34
822, 621.3661361932755, 53
823, 622.1220560669899, 48
824, 622.8779759407043, 47
825, 623.6338958144188, 38
826, 624.3898156881332, 38
827, 625.1457355618477, 50
828, 625.9016554355621, 43
829, 626.6575753092766, 45
830, 627.413495182991, 45
831, 628.1694150567055, 51
832, 628.9253349304199, 48
833, 629.6812548041344, 44
834, 630.4371746778488, 48
835, 631.1930945515633, 47
836, 631.9490144252777, 48
837, 632.7049342989922, 52
838, 633.4608541727066, 44
839, 634.216774046421, 41
840, 634.9726939201355, 47
841, 635.72861379385, 38
842, 636.4845336675644, 39
843, 637.2404535412788, 43
844, 637.9963734149933, 54
845, 638.7522932887077, 48
846, 639.5082131624222, 36
847, 640.2641330361366, 42
848, 641.0200529098511, 43
849, 641.7759727835655, 52
850, 642.53189265728, 49
851, 643.2878125309944, 47
852, 644.0437324047089, 42
853, 644.7996522784233, 37
854, 645.5555721521378, 46
855, 646.3114920258522, 41
856, 647.0674118995667, 52
857, 647.8233317732811, 50
858, 648.5792516469955, 37
859, 649.33517152071, 44
860, 650.0910913944244, 38
861, 650.8470112681389, 42
862, 651.6029311418533, 38
863, 652.3588510155678, 38
864, 653.1147708892822, 40
