Start Time, Sun Mar 18 11:29:39 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 28.297512
Real Time (s), 28.620118
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
306, 231.3114813566208, 41
307, 232.06740123033524, 58
308, 232.82332110404968, 50
309, 233.57924097776413, 53
310, 234.33516085147858, 45
311, 235.09108072519302, 42
312, 235.84700059890747, 43
313, 236.60292047262192, 53
314, 237.35884034633636, 41
315, 238.1147602200508, 33
316, 238.87068009376526, 45
317, 239.6265999674797, 41
318, 240.38251984119415, 39
319, 241.1384397149086, 42
320, 241.89435958862305, 46
321, 242.6502794623375, 55
322, 243.40619933605194, 52
323, 244.1621192097664, 44
324, 244.91803908348083, 38
325, 245.67395895719528, 50
326, 246.42987883090973, 49
327, 247.18579870462418, 46
328, 247.94171857833862, 60
329, 248.69763845205307, 62
330, 249.45355832576752, 36
331, 250.20947819948196, 38
332, 250.9653980731964, 49
333, 251.72131794691086, 44
334, 252.4772378206253, 40
335, 253.23315769433975, 49
336, 253.9890775680542, 49
337, 254.74499744176865, 57
338, 255.5009173154831, 47
339, 256.25683718919754, 43
340, 257.012757062912, 49
341, 257.76867693662643, 46
342, 258.5245968103409, 45
343, 259.2805166840553, 62
344, 260.0364365577698, 40
345, 260.7923564314842, 35
346, 261.54827630519867, 44
347, 262.3041961789131, 36
348, 263.06011605262756, 47
349, 263.816035926342, 44
350, 264.57195580005646, 40
351, 265.3278756737709, 47
352, 266.08379554748535, 53
353, 266.8397154211998, 44
354, 267.59563529491425, 44
355, 268.3515551686287, 33
356, 269.10747504234314, 50
357, 269.8633949160576, 35
358, 270.61931478977203, 51
359, 271.3752346634865, 36
360, 272.1311545372009, 40
361, 272.8870744109154, 42
362, 273.6429942846298, 38
363, 274.39891415834427, 32
364, 275.1548340320587, 38
365, 275.91075390577316, 30
366, 276.6666737794876, 49
367, 277.42259365320206, 38
368, 278.1785135269165, 44
369, 278.93443340063095, 48
370, 279.6903532743454, 50
371, 280.44627314805984, 36
372, 281.2021930217743, 60
373, 281.95811289548874, 45
374, 282.7140327692032, 46
375, 283.46995264291763, 41
376, 284.2258725166321, 52
377, 284.9817923903465, 38
378, 285.737712264061, 38
379, 286.4936321377754, 40
380, 287.24955201148987, 45
381, 288.0054718852043, 44
382, 288.76139175891876, 34
383, 289.5173116326332, 42
384, 290.27323150634766, 45
385, 291.0291513800621, 43
386, 291.78507125377655, 51
387, 292.540991127491, 39
388, 293.29691100120544, 44
389, 294.0528308749199, 35
390, 294.80875074863434, 36
391, 295.5646706223488, 38
392, 296.32059049606323, 42
393, 297.0765103697777, 36
394, 297.8324302434921, 43
395, 298.5883501172066, 51
396, 299.344269990921, 37
397, 300.10018986463547, 43
398, 300.8561097383499, 37
399, 301.61202961206436, 34
400, 302.3679494857788, 36
401, 303.12386935949326, 38
402, 303.8797892332077, 40
403, 304.63570910692215, 53
404, 305.3916289806366, 35
405, 306.14754885435104, 43
406, 306.9034687280655, 48
407, 307.65938860177994, 45
408, 308.4153084754944, 45
409, 309.17122834920883, 41
410, 309.9271482229233, 51
411, 310.6830680966377, 40
412, 311.4389879703522, 28
413, 312.1949078440666, 46
414, 312.95082771778107, 54
415, 313.7067475914955, 44
